_id,entry_id,object_id,name,description,type,project_stage,year_implemented,partners,idea_description,collector,source,photos,need_volunteers,need_funding,need_site_access,need_design,need_materials,need_volunteers_2,need_funding_2,need_materials_2,need_tools2,address,location,municipality,latitude,longitude
71,572790c9338b2b030086014d,0015H00186000000,Beltzhoover United Positive Effect Garden,"The Positive Effect Garden is a flower garden with a small stage and seating area. It is primarily meant for youth to experience the positive effect of gardening and spending time outdoors together. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",Flower-Garden,A-project-that-has-been-implemented-,2014,"Beltzhoover community organizations, The Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-407--climax-st-pittsburgh-yp180m0v.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-407--climax-st-pittsburgh-yo160m11.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-407--climax-st-pittsburgh-yo170m3f.jpeg,f,f,f,f,f,f,f,f,f,407  CLIMAX ST PITTSBURGH,Pgh---South--Hilltop,,40.4200651867809,-80.0001045201573
72,552813b3af4b4c03003c21ff,0015H00185000000,Beltzhoover United Positive Effect Garden ,"The Positive Effect Garden is a flower garden with a small stage and seating area. It is primarily meant for youth to experience the positive effect of gardening and spending time outdoors together. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Flower-Garden,A-project-that-has-been-implemented-,2014,"Beltzhoover community organizations, The Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-p6y0bh1.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-p5x0bts.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-p6z0bqp.JPG,f,f,f,f,f,f,f,f,f,Unknown Location,Pgh---South--Hilltop,,40.4200649375653,-80.0002776947674
73,572790c9338b2b030086014b,0015H00185000000,Beltzhoover United Positive Effect Garden,"The Positive Effect Garden is a flower garden with a small stage and seating area. It is primarily meant for youth to experience the positive effect of gardening and spending time outdoors together. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",Flower-Garden,A-project-that-has-been-implemented-,2014,"Beltzhoover community organizations, The Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-vl140mhz.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-vm150mk3.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-vl130m9o.JPG,f,f,f,f,f,f,f,f,f,Unknown Location,Pgh---South--Hilltop,,40.4200649375653,-80.0002776947674
74,552814b7a23ae50300291b42,0014J00072000000,Beloved Community Garden of Hope,"The Beloved Community Garden of Hope is a community food garden with a small seating area and a Little Free Library. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Food-Garden,A-project-that-has-been-implemented-,2014,"St. Paul AME, Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-id100uv2.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-id110u1z.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-ie120ubf.jpg,f,f,f,f,f,f,f,f,f,Unknown Location,Pgh---South--Hilltop,,40.4177101773995,-79.9959175924853
75,56bce003b033cb0300ec37c5,0014J00072000000,Beloved Community Garden of Hope,"The Beloved Community Garden of Hope is a community food garden with a small seating area and a Little Free Library. This project came out of GTECH's ReClaim South Ambassador program in 2014, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",,A-project-that-is-in-progress-,,,,GTECH,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-6nm0d16.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-6ml0dwb.JPG,f,f,f,f,f,t,t,t,t,Unknown Location,,,40.4177101773995,-79.9959175924853
76,5727916e338b2b030086014f,0014J00072000000,Beloved Community Garden of Hope,"The Beloved Community Garden of Hope is a community food garden with a small seating area and a Little Free Library. This project came out of GTECH's ReClaim South Ambassador program in 2014, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",Food-Garden,A-project-that-has-been-implemented-,2014,,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-g61b0mkw.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-g5190mot.jpeg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-2-unknown-location-g61a0m1q.jpeg,f,f,f,f,f,f,f,f,f,Unknown Location,Pgh---South--Hilltop,,40.4177101773995,-79.9959175924853
77,5528186cbe727e03006b9c89,5528186cbe727e03006b9c88,Mt. Oliver Community Garden ,"The Mt. Oliver Community Garden is a large food garden with forty 10'x20' garden beds shared by Mt. Oliver residents. The garden was a collaborative effort of many, primarily Grow Pittsburgh and Mt. Oliver Borough. GTECH Ambassadors created a gathering space and a small playspace for kids in the garden. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/  ",Food-Garden,A-project-that-has-been-implemented-,2014,"Mt. Oliver Borough, The Hilltop Alliance, Grow Pittsburgh, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-custom-location-et0079z.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-custom-location-eu107u0.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-custom-location-ev207lq.jpg,f,f,f,f,f,f,f,f,f,Custom location,Pgh---South--Hilltop,,40.407070996336,-79.9829176068306
78,552819b3be727e03006b9c8d,0032B00071000000,St. Joseph's Garden ,"The St. Joseph's Garden is a small garden of native plants meant to draw visual interest and welcome for those traveling to the Hilltop. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Flower-Garden,A-project-that-has-been-implemented-,2014,"Hilltop Alliance, GTECH ",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-i7407u7.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-i7507kb.jpg,f,f,f,f,f,f,f,f,f,Unknown Location,Pgh---South--Hilltop,,40.4128025486799,-79.9776643414394
79,56bce49bb033cb0300ec37c9,0032B00071000000,St. Joseph's Garden,"The St. Joseph's Garden is a small garden of native plants meant to draw visual interest and welcome for those traveling to the Hilltop. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program  ",,A-project-that-is-in-progress-,,"Hilltop Alliance, GTECH",,GTECH,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-3cq0d3q.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-3cr0dfb.JPG,f,f,f,f,f,t,t,t,f,Unknown Location,,,40.4128025486799,-79.9776643414394
80,55281a32af4b4c03003c220f,0032B00278000000,Patti's Point,"Patti's Point is a small flower garden that welcomes travelers to the Hilltop. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Flower-Garden,A-project-that-has-been-implemented-,2014,"Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-va100bnr.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-vb110b08.jpg,f,f,f,f,f,f,f,f,f,Unknown Location,Pgh---South--Hilltop,,40.4138031906524,-79.9772702158053
81,55281ae9af4b4c03003c2213,0033C00100000000,30/32 Grape Street Community Garden ,"The 30/32 Grape Street Community Garden is a small food garden with a seating area and large chalkboard. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Food-Garden,A-project-that-has-been-implemented-,2014,"Hilltop Alliance, Carnegie Library of Pittsburgh Knoxville, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-30--grape-st-pittsburgh-qo140b5y.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-30--grape-st-pittsburgh-qo130bvs.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-30--grape-st-pittsburgh-qo120bkn.jpg,f,f,f,f,f,f,f,f,f,30  GRAPE ST PITTSBURGH,Pgh---South--Hilltop,,40.4132760676257,-79.9896217407189
82,56bcdf4c16d52d03004c1c1c,0033C00100000000,30/32 Grape Street Community Garden: Enhancements,"The 30/32 Grape Street Community Garden is a small food garden with a seating area and large chalkboard. This project came out of GTECH's ReClaim South Ambassador program in 2014, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",,A-project-that-is-in-progress-,,"Hilltop Alliance, Carnegie Library of Pittsburgh Knoxville, GTECH Strategies",,GTECH,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-30--grape-st-pittsburgh-gwh0drz.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-30--grape-st-pittsburgh-gwi0dct.JPG,f,f,f,f,f,t,t,t,t,30  GRAPE ST PITTSBURGH,,,40.4132760676257,-79.9896217407189
83,55281ae9af4b4c03003c2215,0033C00101000000,30/32 Grape Street Community Garden ,"The 30/32 Grape Street Community Garden is a small food garden with a seating area and large chalkboard. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/",Food-Garden,A-project-that-has-been-implemented-,2014,"Hilltop Alliance, Carnegie Library of Pittsburgh Knoxville, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-32--grape-st-pittsburgh-re160bss.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-32--grape-st-pittsburgh-re170blx.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-32--grape-st-pittsburgh-re150b97.jpg,t,t,f,f,t,f,f,f,f,32  GRAPE ST PITTSBURGH,Pgh---South--Hilltop,,40.4132134603538,-79.989661811106
84,56bcdf4db033cb0300ec37c3,0033C00101000000,30/32 Grape Street Community Garden: Enhancements,"The 30/32 Grape Street Community Garden is a small food garden with a seating area and large chalkboard. This project came out of GTECH's ReClaim South Ambassador program in 2014, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",,A-project-that-is-in-progress-,,"Hilltop Alliance, Carnegie Library of Pittsburgh Knoxville, GTECH Strategies",,GTECH,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-32--grape-st-pittsburgh-jrk0dyw.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-32--grape-st-pittsburgh-jrj0d3y.JPG,f,f,f,f,f,t,t,t,t,32  GRAPE ST PITTSBURGH,,,40.4132134603538,-79.989661811106
85,55281db1af4b4c03003c2226,0032B00142000000,GameStop on the Corner,"GameStop on the Corner is an open space with two cornhole sets and two chess sets. In the future, it will have added plants and a Little Free Library. This project came out of GTECH's ReClaim South Ambassador program, which you can learn more about by following this link: https://gtechstrategies.org/projects/reclaim-south-ambassador-program/ ",,A-project-that-is-in-progress-,,"The Hilltop Alliance, GTECH Strategies",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-10-unknown-location-aj180brx.jpg,f,f,f,f,f,t,t,t,f,Unknown Location,,,40.4117764615161,-79.9774538378138
86,56bce1bbb033cb0300ec37c7,0032B00142000000,Let's Talk at the Corner of Mountain and Fisher,"GameStop on the Corner is an open space with two cornhole sets and two chess sets. In the future, it will have added plants and a Little Free Library. This project came out of GTECH's ReClaim South Ambassador program 2014, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-south-ambassador-program",,A-project-that-is-in-progress-,,"Hilltop Alliance, GTECH",,GTECH,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-pfp0d3l.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-pen0dpn.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-2-11-unknown-location-pfo0d5s.JPG,f,f,f,f,f,t,t,t,t,Unknown Location,,,40.4117764615161,-79.9774538378138
87,553fa0a43a774b0300e6dbd8,0045H00264000000,Ballfield Farm,"Ballfield Farm is an all-volunteer small communal farm on a long-abandoned baseball field. In addition to growing vegetables together, participants have planted trees have to restore the woods in response to emerald ash borer devastation, a small stream is being restored, walking trails through the woods are maintained as a means ensure ecological health to this great property in Pittsburgh's Perry South neighborhood.",Food-Garden,A-project-that-has-been-implemented-,2008,"The Pittsburgh Project, Western PA Conservancy/TreeVitalize Pittsburgh, Duquesne University, PWSA",,Gavin Deming,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-28-unknown-location-de00lwh.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-28-unknown-location-dg10lju.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-28-unknown-location-dj20lrd.jpg,f,f,f,f,f,f,f,f,f,Unknown Location,Pgh---Northside,,40.4696547233523,-80.0164600838164
88,5540dd70f7a80a0300530ffc,5540dd70f7a80a0300530ffb,3601 Brownsville Road - Brentwood Middle/High School flower garden,"WPC community flower garden planted by students, volunteers and tended to by neighbors",Flower-Garden,A-project-that-has-been-implemented-,2001,Brenthood Middle/High School,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-3567-brownsville-rd-li001yx.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-3567-brownsville-rd-lu101jv.JPG,f,f,f,f,f,f,f,f,f,Near 3567 Brownsville Rd,Municipality,Brentwood,40.3745053775081,-79.9754610657692
89,5540de8af7a80a0300530ffe,5540de8af7a80a0300530ffd,Mansfield Boulevard & Campbells Run Road Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,1996,Carnegie Borough,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-custom-location-493014m.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-custom-location-49201br.JPG,f,f,f,f,f,f,f,f,f,Custom location,Municipality,Carnegie,40.4073283370293,-80.0893422961235
90,5540df71f7a80a0300531000,5540df71f7a80a0300530fff,Lydia Street & Chestnut Street Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,1999,Carnegie Borough,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-502-lydia-st-l4401pk.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-502-lydia-st-l5501hb.JPG,f,f,f,f,f,f,f,f,f,Near 502 Lydia St,Municipality,Carnegie,40.4094299158616,-80.0816068053246
91,5540e09baa6ead03002001a3,5540e09baa6ead03002001a2,Parkway West - Scott/Carnegie Interchange,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,1998,PennDOT,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-custom-location-yu202d7.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-custom-location-ys0029v.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-custom-location-yt102tx.jpg,f,f,f,f,f,f,f,f,f,Custom location,Municipality,Scott/Carnegie,40.4122502989905,-80.077012181282
92,5540e16af7a80a0300531002,5540e16af7a80a0300531001,Route 50 & Hope Hollow Road Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,2000,Scott Township,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-711-hope-hollow-rd-uz601i8.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-711-hope-hollow-rd-uz701uk.jpg,f,f,f,f,f,f,f,f,f,Near 711 Hope Hollow Rd,Municipality,Scott Township,40.3956510231878,-80.0864106416702
93,5540e50daa6ead03002001bd,5540e50daa6ead03002001bc,,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,1996,"Dormont Borough, Keystone Oaks High School",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-dwight-ave-9c302vr.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-dwight-ave-9d402qs.jpg,f,f,f,f,f,f,f,f,f,Near Dwight Ave,Municipality,Dormont,40.398770210119,-80.0447961688042
94,5540e5ebaa6ead03002001c5,5540e5ebaa6ead03002001c4,Castle Shannon Boulevard & Mount Lebanon Boulevard Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,1998,"Someone Else's Bar, Dormont-Mt Lebanon-Castle Shannon Rotary, Boy Scouts",,Western Pennsylvania Conservancy,mobile,,f,f,f,f,f,f,f,f,f,Near 494 Mt Lebanon Blvd,Municipality,Castle Shannon,40.3691739927989,-80.030529499054
95,5540e74aaa6ead03002001db,5540e74aaa6ead03002001da,Route 837 and Maple Avenue Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,2002,"Charlie Spence, City of Clairton",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-104-maple-ave-nf602nz.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-104-maple-ave-nf70294.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-104-maple-ave-nf5023g.JPG,f,f,f,f,f,f,f,f,f,Near 104 Maple Ave,Municipality,Clairton,40.2983158689589,-79.8755407333374
96,5540ea9baa6ead03002001f9,5540ea9baa6ead03002001f8,Brighton Road & North Avenue Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,1988,"Allegheny West neighbors, Dominion volunteers",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-w-north-ave-z2902hn.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-w-north-ave-z2a025p.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-w-north-ave-z1802xm.jpg,f,f,f,f,f,f,f,f,f,Near W North Ave,Pgh---Northside,,40.4538724259024,-80.0146695971489
97,5540eb6ff7a80a0300531056,5540eb6ff7a80a0300531055,Cedar Avenue & North Avenue Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,1997,East Allegheny neighbors,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-stockton-ave-5z901ji.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-stockton-ave-5y801f2.jpg,f,f,f,f,f,f,f,f,f,Near Stockton Ave,Pgh---Northside,,40.4509190781577,-80.0011646747589
98,5540ec97f7a80a0300531062,5540ec97f7a80a0300531061,General Robinson Street & Anderson Street Community Flower Garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,2000,Alcoa Volunteers,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-226-anderson-st-dkb012m.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-226-anderson-st-dlc01nq.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-4-29-near-226-anderson-st-dka01x1.jpg,f,f,f,f,f,f,f,f,f,Near 226 Anderson St,Pgh---Northside,,40.4492045665694,-80.0006175041199
99,5543d2457eb37503008681aa,0048E00292000000,,,,An-idea-for-a-lot,,,Gina McGovern is interested in selling this lot to be used as a garden or for any other greening purpose. ,GTECH,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-1-2032--lowrie-st-pittsburgh-sa00rcv.png,t,t,t,t,t,f,f,f,f,2032  LOWRIE ST PITTSBURGH,,,40.4686200543833,-79.9794427299356
100,555cf30dda80cd0300d6eb13,555cf30dda80cd0300d6eb12,Spring Garden Avenue & Vinial Street flower garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,1996,Steel City Boxing Club,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-20-near-1058-vinial-st-5z00qpo.JPG,f,f,f,f,f,f,f,f,f,Near 1058 Vinial St,Pgh---Northside,,40.4583277145736,-79.9946549534798
101,555cf3acb80e0c0300d9263d,555cf3acb80e0c0300d9263c,Homer Street & Walz Street,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,2000,Steel City Boxing Club,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-20-custom-location-jt00fho.JPG,f,f,f,f,f,f,f,f,f,Custom location,Pgh---Northside,,40.4650151952183,-79.9912069737911
102,555cf498da80cd0300d6eb15,555cf498da80cd0300d6eb14,2801 N. Charles Street - The Pittsburgh Project flower gardens,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,2000,The Pittsburgh Project,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-20-near-linwood-ave-t330q7w.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-20-near-linwood-ave-sy10qov.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-20-near-linwood-ave-t120qip.JPG,f,f,f,f,f,f,f,f,f,Near Linwood Ave,Pgh---Northside,,40.4700655670417,-80.0138930976391
103,555cf58bda80cd0300d6eb17,555cf58bda80cd0300d6eb16,Perrysville Avenue and Federal Street Extension flower garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower-Garden,A-project-that-has-been-implemented-,2000,Reformed Presbyterian Home,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-20-near-2336-perrysville-ave-7x40qer.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-5-20-near-2336-perrysville-ave-7y50q2x.JPG,f,f,f,f,f,f,f,f,f,Near 2336 Perrysville Ave,Pgh---Northside,,40.4669027523644,-80.0101587921381
